job_id,job_title,company_name,company_link,job_location,publish_date,applicant_count,job_type,job_level,company_size,company_industry,connection_count,connection_type,job_description
3223960977,Data analyst - Danish,TELUS International AI Data Solutions,https://www.linkedin.com/company/telusinternationalaidatasolutions/life/,Remote,2 days ago,,Part-time,Entry level,"10,001+",IT Services and IT Consulting,,,"About the job TELUS International AI-Data Solutions partners with a diverse and vibrant community to help our customers enhance their AI and machine learning models. The work of our AI Community contributes to improving technology and the digital experiences of many people around the world. Our AI Community works in our proprietary AI training platform handling all data types (text, images, audio, video and geo) across 500+ languages and dialects. We offer flexible work-from-home opportunities for people with passion for languages. The jobs are part-time, and there is no fixed schedule. Whoever you are, wherever you come from, come join our global AI community. www.telusinternational.com"
3211894604,Analytiker till avdelningen Data- och verksamhetsutveckling,Finansinspektionen,https://www.linkedin.com/company/finansinspektionen/life/,Hybrid,1 week ago,,Full-time,,,,,,"About the job Vill du vara med och bidra till Finansinspektionens (FI:s) förändringsresa mot en mer digital och datadriven myndighet? Då kan det här vara jobbet för dig.  Om jobbet  Avdelningen för Data- och verksamhetsutveckling har ett övergripande ansvarar för att leda och samordna myndighetens data- och digitaliseringsfrågor och arbetar i hög utsträckning med utvecklande effektiviserande förändringsaktiviteter. Avdelningen arbetar kontinuerligt med införande av ny rapportering till följd av förändrade nationella och internationella regelverk.  Som analytiker på avdelningen Data- och verksamhetsutveckling är du delaktig i hela flödet från granskning av inrapporterad data från våra finansiella institut, kontakter med bolag såväl som andra myndigheter till utrapportering och visualisering av data.  Arbetet som analytiker innebär ett nära samarbete med övriga verksamhetsområden på FI för att tillsammans bidra till FI:s förändringsresa mot en mer digital och datadriven myndighet.    Vi söker dig som   Det är meriterande om du     I det här jobbet behöver du   FI bidrar till ett stabilt finansiellt system, en hållbar utveckling och ett högt skydd för konsumenter. Vi erbjuder dig att arbeta med samhällsviktiga uppgifter, där du är med och påverkar den finansiella marknaden.  På FI arbetar cirka 600 personer och våra värderingar präglas av att vi är engagerade, beslutsamma, målinriktade och hjälpsamma. Vår arbetsplats ligger centralt i Stockholm. Det finns även möjlighet att delvis arbeta på distans.    Vi baserar vår rekrytering på kompetens. Det innebär att vi noggrant definierar vilka kvalifikationer som efterfrågas och sedan utgår från dem genom hela rekryteringsprocessen.  Vi arbetar aktivt för mångfald och likabehandling och välkomnar därför medarbetare med olika erfarenheter, bakgrunder och kompetenser.  Vi lägger stor vikt vid dina personliga egenskaper.  Arbetspsykologiska tester ingår i rekryteringsprocessen.  På FI arbetar vi aktivt för att vara en attraktiv arbetsgivare där du som medarbetare trivs och utvecklas. Läs mer om hur det är att jobba på FI och vad vi erbjuder: https://www.fi.se/sv/om-fi/lediga-jobb/vi-erbjuder/  En anställning på FI kan innebära att säkerhetsprövning och registerkontroll görs enligt säkerhetsskyddslagen.    Välkommen med din ansökan som ska innehålla cv, personligt brev och relevanta intyg eller examensbevis.  Vi avböjer all hjälp med rekrytering och annonsering.    Anställningen är tillsvidare och inleds med sex månaders provanställning. Tillträde enligt överenskommelse.    Heltid    Gabrielle Bergquist, biträdande avdelningschef, 08-408 985 54    2022-08-31"
3203318134,Data engineer,SEB,https://www.linkedin.com/company/seb/life/,,2 weeks ago,,Full-time,,,,,,"About the job SEB is a leading northern European financial services group, and at the same time, one of the largest IT employers in the Nordics. Banking is changing rapidly, and we are proud of our reputation for being entrepreneurial and innovative in the face of change. Our brilliant techies work hard to future proof SEB’s digital architecture and customer products because it genuinely makes a significant impact for our customers and colleagues.  Are you ready to play a key role as data engineer in supporting Technology (Corporate Functions) to enable SEB’s and Tech’s visions from a Finance, Risk and Compliance perspective? By strengthening our data acquisition and management capabilities. SEB is data-driven and customer-centric using data in an effective & ethical way to enable new business, automation and compliance with regulations  The main objective is to ensure accurate, consistent, complete and current data available to key stakeholders in SEB. Enabling teams to drive innovation and business adaptation.  What you will be doing  Who we are looking for  We believe you are collaborative, have a positive can-do mindset. You are motivated to understand complex business initiatives, models and systems and enjoy ever-changing challenges. You have a passion for learning in general.  What we offer  We offer an opportunity to join an organisation where data is at the core, a friendly team to grow within, and extensive opportunities to build your network within the bank for further personal and professional growth.  Ready to join?  Attach your CV and a personal letter describing yourself and how you can contribute to SEB. Since we select candidates on running basis, feel free to send in your application today, but no later than 2022-09-01. If you have questions about the position, please contact Andreas Gustavsson, Team manager BI solutions 1, by mail andreas.gustavsson@seb.se.  SEB Sweden has a redeployment responsibility, why this position might be covered by internal redeployment.    sebgroup.com/techcareers"
3155718616,Online Data Analyst - Sweden,TELUS International,https://www.linkedin.com/company/telus-international/life/,Remote,4 days ago,,Part-time,Entry level,"10,001+",IT Services and IT Consulting,1,school alumni,"About the job We are hiring freelance English and Swedish speaking Online Data Analyst’s for a project aimed at improving the content and quality of digital maps, which are used by millions of users globally. The job would suit someone who is detail-oriented, likes doing research and has a good knowledge of national and local geography.  Requirements:   Working on this project will require you to go through a standard recruitment process (including passing an open book assessment). This is a long-term project and your work will occasionally be subject to quality assurance checks.       TELUS International AI-Data Solutions partners with a diverse and vibrant community to help our customers enhance their AI and machine learning models. The work of our AI Community contributes to improving technology and the digital experiences of many people around the world. Our AI Community works in our proprietary AI training platform handling all data types (text, images, audio, video and geo) across 500+ languages and dialects. We offer flexible work-from-home opportunities for people with passion for languages. The jobs are part-time, and there is no fixed schedule. Whoever you are, wherever you come from, come join our global AI community. www.telusinternational.com  This is a freelance position on a flexible schedule of up to 20 hours per week - you can work in your own time whenever work is available. You will be completing research and evaluation tasks in a web-based environment, eg verifying and comparing data, determining the relevance and accuracy of information. You will be provided with guidelines for each task, which need to be followed. The project offers a variety of tasks, and work is paid per task.  TELUS International will never request a monetary deposit for any role or project with the company, and our recruitment and sourcing teams only use @telusinternational.com or @telusinternational.ai addresses when emailing candidates. If you are unsure as to whether a job offer is legitimate, please contact us at TI_AICommunitySupport@telusinternational.com for confirmation."
3205924820,Data Analyst / Engineer to Nordax Bank,Nordax Bank AB (publ),,On-site,,,Full-time,Entry level,,,,,"About the job Nordax Bank is a leading Nordic specialist bank that offers consumers private loans, savings, mortgages and mortgages for those aged 60+, capital release loans. Nordax has about 300,000 customers, mainly in Sweden, Norway and Finland. Ever since Nordax was founded in 2003, the company has grown and formed an organization based on great know-how and commitment. Through responsible lending, we help people make well-thought-out choices for a life they can afford. Since January 2019, Nordax owns Svensk Hypotekspension AB and then added capital release credits to the product portfolio and during November 2021, the acquisition of Bank Norwegian was also completed. With the acquisition of Bank Norwegian, Nordax has doubled its size regarding its loan portfolio and will receive another product in the form of a credit card. About The Role Our Data Engineering team is currently expanding, and we are currently looking for a Data Analyst / Engineer! You will be a part of IT and your stakeholders will be all over the organization. The team is currently in an expansion phase with new architecture under design. This is a great career opportunity for a data analyst or engineer to grow in front end, backend and design matters. You will also have possibility to influence new end to end data architecture and flows and designing data solutions from the start (On prem, Cloud and hybrid). Specific responsibilities include but are not limited to:"
3178179288,Finance Data Analyst,Deel,https://www.linkedin.com/company/deel/life/,Remote,4 weeks ago,,Full-time,Entry level,"1,001-5,000",Financial Services,,,"About the job Who's behind Deel?  We're a global team that loves to build and solve problems, especially when it comes to the world of remote work. Made up of self-driven people spanning 150+ countries, Deel's unified yet diverse culture keeps us continually learning and improving.  Companies should be able to hire the best talent anywhere in the world, so we're building the tools to make that a reality. Our market-leading tech, expertise, and, most importantly, the team are crucial. As a whole, we find fulfillment in working together towards our shared mission.    A significant shift has occurred within today's workforce, and with it, business as we know it has drastically changed. At Deel, we see a world without hiring borders, but we needed to find a solution to make it happen. A 30-mile hiring radius should no longer limit how companies hire because great talent lives everywhere. Deel exists to stay on top (and ahead) of the accelerating global talent market by offering global teams all the tools needed to hire, manage, pay, and scale at rocket speed.  And speaking of scale, Deel has officially raised $425 million in Series D funding, bringing our valuation to $5.5 billion. There's never been a more exciting time to join Deel - the market leader in international payroll and compliance.             At Deel, our workforce deserves fair and competitive pay that meets them where they are, no matter their location. With scalable benefits, rewards, and perks, our total rewards programs reflect our commitment to inclusivity and access for all. Because a good life brings great innovation.     Perks are nice, but perks don’t make a company or individual successful - the work does. At Deel, we’re building technology and products to engage the ever-changing global workforce and to ensure businesses may hire anyone anywhere. While you’re building for our customers, we’re building for you."
3211330737,Data Engineer,Toptracer,https://www.linkedin.com/company/toptracer/life/,Hybrid,1 week ago,,Full-time,Associate,51-200,Spectator Sports,,,"About the job Manage the largest dataset in the world when it comes to golf tracking, participate at the cutting edge of golf-tracking innovation  ABOUT US Toptracer Technologies have users and viewers all over the world. Our mission is to help people enjoy the wonderful game of golf even more by tracing contributions to TV and driving range technology. Our range technology is used in 31 countries and the broadcast is aired over 270 times every year. All of our products are developed, tested and deployed from our R&D office in Mörby Centrum, Stockholm."
3155727277,Online Data Analyst - Sweden,TELUS International,https://www.linkedin.com/company/telus-international/life/,Remote,4 days ago,,Full-time,Entry level,"10,001+",IT Services and IT Consulting,1,school alumni,"About the job Ideal Candidate: Candidates for this position will need to have good research skills and a strong understanding of local and national information. Cultural, geographical, social media and current affairs knowledge are important in this role     :     The position will allow you to work from home as an Independent Contractor on a flexible schedule of up to 20 hours per week completing tasks in a web-based evaluation tool. The tasks will involve determining the relevance and accuracy of information by performing online research and referring to guidelines provided to you. You will be rating tasks to validate data. You will be helping to authenticate data that will be used in live online search tools and applications by millions of users across the world."
2970057768,Digital Analytics Consultant,Media.Monks,https://www.linkedin.com/company/mediamonks/life/,,2 days ago,,Full-time,Associate,"5,001-10,000",Advertising Services,2,school alumni,"About the job We are looking for a Digital Analytics Consultant to offer domain expertise and client support for our UK market. You will work closely with stakeholders and various client-side departments to oversee design, development, and validation of Analytics data for the Google or Adobe Analytics platforms.  This role focuses on the design and implementation of customized analytics and attribution strategies as well as creating training and deployment processes that scale globally. This includes the assessment of user-level data and integration with real-time technologies; formulating testing mechanisms to measure and optimize media performance; and overseeing the execution of recommendations for optimal performance across the wide base of paid and unpaid, online and offline media channels our clients leverage.                  Upon meeting the Company's eligibility requirements mentioned above, you will/may also be entitled to the following benefits at the discretion of the Board:     Media.Monks is on a mission to create a new future for this industry. Our vision? Build everything with a belief that changing for good comes from changing who does the work. Yep, that means you. Welcome to the party—one global, cross-cultural collective with a passion for using our skills to create better and a better world. That’s how we’re able to connect the dots between data, content, digital media, and technology from everywhere we are—a true end-to-end model. Joining the Media.Monks collective means having the opportunity to create award-winning work with some of the most gifted, focused, joyful, talents from all over the world.  At Media.Monks, you’ll be joining a highly ambitious company on a global mission to win the decade by changing the industry for good. Partner to 8 of the 10 most innovative companies in the world, Media.Monks works with established as well as up-and-coming global, regional, DTC and B2B brands, helping them own their data and build out customer ecosystems to elicit smart, efficient, high-impact engines for growth. We deliver table stakes quickly, creating cost efficiencies from day one to push up the creative effectiveness of our work with every cycle.  We are an equal-opportunity employer committed to building a respectful and empowering work environment for all people to freely express themselves amongst colleagues who embrace diversity in all respects. Including fresh voices and unique points of view in all aspects of our business not only creates an environment where we can all grow and thrive but also increases our potential to produce work that better represents—and resonates with—the world around us."
3208634453,Freelancers: Data & Analytics 🔥,OpenTalent,https://www.linkedin.com/company/joinopentalent/life/,Remote,1 week ago,,Contract,Mid-Senior level,11-50,Internet Marketplace Platforms,,,About the job Hi Freelancers in Data & Analytics 👋 👋 👋  Welcome to Europe's #1 talent-centric remote freelancer network 🇪🇺 🚀  The only place that truly cares about what Freelancers want.
3223753758,Data Analyst (online) - Czech,TELUS International AI Data Solutions,https://www.linkedin.com/company/telusinternationalaidatasolutions/life/,Remote,2 days ago,,Part-time,Entry level,"10,001+",IT Services and IT Consulting,,,"About the job TELUS International AI-Data Solutions partners with a diverse and vibrant community to help our customers enhance their AI and machine learning models. The work of our AI Community contributes to improving technology and the digital experiences of many people around the world. Our AI Community works in our proprietary AI training platform handling all data types (text, images, audio, video and geo) across 500+ languages and dialects. We offer flexible work-from-home opportunities for people with passion for languages. The jobs are part-time, and there is no fixed schedule. Whoever you are, wherever you come from, come join our global AI community. www.telusinternational.com"
3223919280,Data Engineer - Composer,Spotify,https://www.linkedin.com/company/spotify/life/,Remote,2 days ago,,Full-time,Entry level,"5,001-10,000",Musicians,3,school alumni,"About the job The Composer tribe at Spotify is based within the broader Financial Engineering org. We are responsible for transforming billions in commercial events into the financial statement. In this team you will be working with the revenue of users that enables creators to live off their art.  We work at the heart of Spotify and contribute to the overall vision and mission of the company. Our duty is to provide accurate, reliable and timely financial results and provide essential insights. This means understanding the enterprise processes end to end and how it relates to our systems, both in our custom infrastructure and in our SaaS platforms.  We are looking for engineers who bring innovative ideas to solve new and old problems, especially engineers who are looking to hyper-automate the financial domain.  We expect our engineers to be collaborative, display leadership qualities, and be passionate about tackling problems across the full-stack as we continue to push technology forward.  Spotify works extensively with Google Cloud Platform technologies such as DataFlow, Kubernetes, BigQuery, and Cloud Pub/Sub, and builds on top of them with open-source frameworks such as Scio.  What you will do   Who you are   Nice to have   Where you’ll be   Spotify is an equal opportunity employer. You are welcome at Spotify for who you are, no matter where you come from, what you look like, or what’s playing in your headphones. Our platform is for everyone, and so is our workplace. The more voices we have represented and amplified in our business, the more we will all thrive, contribute, and be forward-thinking! So bring us your personal experience, your perspectives, and your background. It’s in our differences that we will find the power to keep revolutionizing the way the world listens.  Spotify transformed music listening forever when we launched in 2008. Our mission is to unlock the potential of human creativity by giving a million creative artists the opportunity to live off their art and billions of fans the chance to enjoy and be passionate about these creators. Everything we do is driven by our love for music and podcasting. Today, we are the world’s most popular audio streaming subscription service.    Spotify is committed to safety and well-being of our employees, vendors and clients. We are following regional guidelines mandating vaccination and testing requirements, including those requiring vaccinations and testing for in-person roles and event attendance. For the US, we have mandated that all employees and contractors be fully vaccinated in order to work in our offices and externally with any third-parties. For all other locations, we strongly encourage our employees to get vaccinated and also follow local COVID and safety protocols."
3223740835,Data Analyst (online) - Hungarian,TELUS International AI Data Solutions,https://www.linkedin.com/company/telusinternationalaidatasolutions/life/,Remote,3 days ago,,Part-time,Entry level,"10,001+",IT Services and IT Consulting,,,"About the job TELUS International AI-Data Solutions partners with a diverse and vibrant community to help our customers enhance their AI and machine learning models. The work of our AI Community contributes to improving technology and the digital experiences of many people around the world. Our AI Community works in our proprietary AI training platform handling all data types (text, images, audio, video and geo) across 500+ languages and dialects. We offer flexible work-from-home opportunities for people with passion for languages. The jobs are part-time, and there is no fixed schedule. Whoever you are, wherever you come from, come join our global AI community. www.telusinternational.com"
3214495700,Research Associate III- Data Analytics,PPD,https://www.linkedin.com/company/ppd/life/,Remote,1 week ago,,Full-time,,,,,,"About the job Job Description  RESEARCH ASSOCIATE III- DATA ANALYTICS We are looking to fill this role in Sweden ), We May Provide Key Information Such As"
3223742770,Data Analyst (online) - Hungarian,TELUS International AI Data Solutions,https://www.linkedin.com/company/telusinternationalaidatasolutions/life/,Remote,3 days ago,,Part-time,Entry level,"10,001+",IT Services and IT Consulting,,,"About the job TELUS International AI-Data Solutions partners with a diverse and vibrant community to help our customers enhance their AI and machine learning models. The work of our AI Community contributes to improving technology and the digital experiences of many people around the world. Our AI Community works in our proprietary AI training platform handling all data types (text, images, audio, video and geo) across 500+ languages and dialects. We offer flexible work-from-home opportunities for people with passion for languages. The jobs are part-time, and there is no fixed schedule. Whoever you are, wherever you come from, come join our global AI community. www.telusinternational.com"
3212239278,Data Analyst (Online) - Hungary (HU),TELUS International AI Data Solutions,https://www.linkedin.com/company/telusinternationalaidatasolutions/life/,Remote,1 week ago,,Part-time,Entry level,"10,001+",IT Services and IT Consulting,,,"About the job TELUS International AI-Data Solutions partners with a diverse and vibrant community to help our customers enhance their AI and machine learning models. The work of our AI Community contributes to improving technology and the digital experiences of many people around the world. Our AI Community works in our proprietary AI training platform handling all data types (text, images, audio, video and geo) across 500+ languages and dialects. We offer flexible work-from-home opportunities for people with passion for languages. The jobs are part-time, and there is no fixed schedule. Whoever you are, wherever you come from, come join our global AI community. www.telusinternational.com"
3218919594,Dataanalytiker och Verksamhetsutvecklare till Karolinska Universitetssjukhuset,Region Stockholm,https://www.linkedin.com/company/regionstockholm/life/,On-site,1 month ago,,Full-time,Associate,"10,001+",Government Administration,1,connection,"About the job Karolinska Universitetssjukhuset är ett av Europas största universitetssjukhus med cirka 15 000 medarbetare. Sjukhuset är ledande inom den medicinska utvecklingen i Sverige och internationellt och vi rankas bland världens främsta sjukhus.  Vårt arbete präglas av ett professionellt, utvecklande och verksamhetsinriktat angreppssätt som aktivt stödjer Karolinskas strategier och mål samt bidrar till utvecklingen av Karolinska utifrån sjukhusets värderingar; ansvar, helhetssyn och medmänsklighet.  En förutsättning för vår verksamhet är rätt person på rätt plats vid rätt tillfälle. För att uppnå det behöver vi aktivt arbeta med vår kompetensförsörjning. En effektiv kompetensförsörjning säkerställer en personalstyrka av rätt storlek och rätt kompetens för att möta framtidens vård, utbildning och forskningsbehov. För att ytterligare utveckla detta arbete arbetar vi för närvarande med att etablera en ny enhet för expertis inom kompetensförsörjning på Karolinska, ”Karolinska Kompetensförsörjningscentrum”.    En viktig del av Kompetensförsörjningscentrums arbete är analyser och skapande informationsstrukturer. Karolinska vill i en större utsträckning ska styra datadrivet och med bättre digital information som beslutsstöd och så även inom kompetensförsörjning och därför tillsätter vi två nya tjänster i vårt team med fokus på dataanalys (och viss verksamhetsutveckling). Ta chansen att bli en betydelsefull del av ett ambitiöst arbetslag med ansvar för Karolinska Universitetssjukhusets uppföljning och informationsförsörjning inom kompetensförsörjning!  Om du är intresserad av de flesta av dessa begrepp tror vi att det här är arbetsplatsen för dig:      Du kommer att arbeta på avdelningen Kompetensförsörjningscentrum som är placerat inom HR och arbetar nära sjukhusets ledning. Teamet arbetar även med strategiska, taktiska och operativa frågor på sjukhusövergripande nivå – både genom att driva, utveckla och förvalta processer samt som stöd i större projekt.  I samarbete med verksamheten kommer du använda din pedagogiska och tekniska förmåga för att förse verksamheter med data och beslutsunderlag samt med att strukturera och utveckla datadriven styrning och verksamhetsutveckling. Du bidrar till att Karolinskas patienter får den vård de behöver och får samtidigt en stor förståelse för hur ett sjukhus fungerar och styrs.    Vi söker dig som har en förmåga att djupdyka i olika datakällor samt har god analytisk förmåga och öga för att skapa intuitiva visualiseringar. Du kan effektivt ta fram och genomföra kvantitativa och kvalitativa analyser samt kommunicera resultat på ett tydligt och strukturerat sätt. Vi ser även att du är en person som är noggrann, lyhörd och lösningsfokuserad.  Du har en god förmåga att pedagogiskt beskriva dina resonemang i både tal och skrift samt behärskar att anpassa redovisningar och presentationer till olika målgrupper som exempelvis sjukhusledning, styrelse, chefer, sjuksköterskor, läkare och roller däremellan. Vi arbetar i en dynamisk miljö med högt tempo och omväxlande arbetsuppgifter.          Vi kommer att lägga stor vikt vid personliga egenskaper.       Läs mer om rekryteringsprocessen på Karolinska på https://www.karolinska.se/jobba-hos-oss/rekrytering-pa-karolinska/    Vi på Karolinska Universitetssjukhuset är stolta över att vi är ett av världens främsta universitetssjukhus. Förutom vårt särskilda ansvar för den högspecialiserade vården i Stockholmsregionen är huvuduppdraget att tillsammans med Karolinska Institutet utbilda framtidens vårdanställda och bedriva världsledande forskning samtidigt som vi fortsätter vårt arbete med att utveckla vården för patientens bästa. Vi arbetar inom en rad olika områden och professioner.  Vår vision - Vi ska bota och lindra imorgon det ingen kan bota och lindra idag.  Läs gärna mer om oss på www.karolinska.se och följ oss på sociala medier!    För att stödja sjukhusets alla kliniska verksamheter arbetar jurister, ekonomer, kommunikatörer, HR, Inköpare och IT för att vi tillsammans ska generera vård i världsklass och vara en verkligt Attraktiv Arbetsgivare! På https://www.karolinska.se/om-oss/om/organisation/Administrativa-verksamheter/ kan du läsa mer om oss.    Vi eftersträvar jämställdhet och jämlikhet på vår arbetsplats och ser gärna sökande med olika bakgrund och förutsättningar.  Vi tar endast emot ansökningar via detta system. Ansök genom att klicka på knappen ”Ansök”. Ansökningar per brev eller e-post beaktas inte. Vi undanber oss direktkontakt med bemannings- och rekryteringsföretag samt säljare av ytterligare jobbannonser.  Vårt rekryteringssystem kan inte hantera anonyma ansökningar eller sökande med skyddade personuppgifter. Om du har skyddade personuppgifter ber vi dig att kontakta den kontaktpersonen som finns angiven i annonsen. Din ansökan kommer då att hanteras utanför rekryteringssystemet. Du bör även vara försiktig med vilken information du lämnar i din ansökan och endast ta med information som är relevant för den aktuella befattningen.  Region Stockholm ansvarar för hälso- och sjukvård, kollektivtrafik, regional utveckling och bidrar till kulturlivet. Varje dag, dygnet runt. I landets snabbaste växande region. Tillsammans skapar vi Europas attraktivaste storstadsregion.  Läs mer om hur det är att jobba hos oss i Region Stockholm  Anställningsform: tillsvidareanställning | Anställningens omfattning: heltid | Antal lediga befattningar: 2 | Sysselsättningsgrad: 100% | Ort: Stockholm | Län: Stockholms län | Land: Sweden | Referensnummer: 2022/4571 | Kontakt: Per Wennström 0725-815774, | Facklig företrädare: SACO saco.karolinska.karolinska@regionstockholm.se, Vision vision.karolinska@regionstockholm.se, | Publicerat: 2022-06-13 | Sista ansökningsdag: 2022-08-31"
3223092675,Junior dataanalytiker till CFI Group,Academic Work,https://www.linkedin.com/company/academic-work/life/,On-site,4 days ago,,Full-time,,,,,,"About the job Några trappor upp i huset på Birger Jarlsgatan 41 välkomnas vi in på CFI Groups kontor. Här arbetar de med avancerad statistisk analys och verksamhetsrådgivning för sina kunder, aktiva inom bland annat Energi, Handel och Finans. CFI Group växer och söker en dataanalytiker till teamet Client Operations. Vill du arbeta i en roll med fokus på analys och programmering? Läs vidare.                                                                            Ansök här"
3139476171,Data Engineer,Volvo Cars,https://www.linkedin.com/company/volvocars/life/,On-site,1 week ago,,Full-time,,,,,,"About the job We’re creating our own future  At Volvo Cars, we are making bold digital visions come true. We aim to be the leader in the automotive world by creating a digital ecosystem built around making our customers' lives less complicated. What we all have in common at Volvo Cars is our passion for protecting lives, our endless curiosity, and our dedication to create a new future for the automotive industry. Our human centric focus is what separates us from all other car companies.  Would you like to influence and craft the technical strategy that helps Volvo Cars to grow and reach our goal of being an electric car company by 2030? Excellent, then we would like you to join our Cluster as Data Engineer!  The Data & Identity Cluster is a part of the Global Online Experience (GOX) area and our mission is to ensure we know our customers well and keep this information safe and secure. We support the rest of the organisation in using this knowledge to serve the customers in the best possible way. We’re looking for someone that will help us craft a world class data ecosystem that spans across multiple product teams and clusters. We have only just begun this journey in earnest, and you’ll be joining us at a time where you can really have a great impact and help us set the tone for the next chapter in our company's history!          Everything we do starts with people. Our purpose is to provide freedom to move, in a personal, sustainable and safe way. We are committed to simplifying our customers’ lives by offering better technology solutions that improve their impact on the world and bringing the most advanced mobility innovations to protect them, their loved ones and the people around them.  Volvo Cars’ continued success is the result of a collaborative, diverse, and inclusive working environment. The people of Volvo Cars are committed to making a difference in our world. Today, we are one of the most well-known and respected car brands, with over 40,000 employees across the globe. We believe in bringing out the best in each other and harnessing the true power of people. At Volvo Cars your career is designed around your talents and aspirations so you can reach your full potential. Join us on a journey of a lifetime as we create safety, autonomous driving and electrification technologies of tomorrow."
3160990355,Data Engineer,Mentimeter,https://www.linkedin.com/company/mentimeter/life/,Hybrid,1 week ago,,Full-time,Mid-Senior level,201-500,Software Development,,,"About the job Mentimeter's vision is to transform presentations and meetings into fun and interactive experiences by making it easy to listen and to be heard. We believe in giving everyone a voice, in every meeting and presentation. We are building a modern, friendly, and diverse product-first tech company based in Stockholm and we would love for you to join us!  The Data Platform Team at Mentimeter builds data products and platforms that influence the future path of the company. The team is part of the larger Data and Analytics organization which consists of other embedded and central teams of data scientists, analysts and insight people. Here, you’ll be working on a data ecosystem that serves all of the departments (Product, Marketing, Sales and Finance) with both data as well as infrastructure. You will have a direct impact on the future of Mentimeter’s business and product decisions."
3185916918,BI/ Data Engineer Consultants - Multiple locations in Sweden,Nigel Frank International,https://www.linkedin.com/company/nigel-frank-international/life/,,3 weeks ago,,Full-time,Entry level,"1,001-5,000",Staffing and Recruiting,1,school alumni,"About the job This client are an international consultancy with offices all around Sweden that offer consultants a hybrid model of work. They have innovative partnerships with Microsoft, AWS, GCP, and Snowflake.  As part of the Data and Analytics team, you will have the opportunity to work with global teams in customer work, including maintenance, development projects and consulting tasks.  Being a BI/ Data Engineer consultant, you will be given high-level responsibility on projects and will have varied responsibilities on a day-to-day basis. Examples of responsibilities include architectural solutions, data analysis and building data infrastructure.  Requirements for the role:   As well as being a part of one of the most reputable IT consultancies, you will also be a part of the excellent and open culture that they have- where they offer professional growth and an outstanding work-life balance to consultants.  If this sounds like your next opportunity, then apply today. For more information contact me via:  Linkedin- https://www.linkedin.com/in/annabelle-taylor-214730174/  Email- a.taylor@nigelfrank.com  Phone- +46 10 138 92 10"
3190741723,Data Engineer,Star Stable Entertainment AB,https://www.linkedin.com/company/starstableentertainment/life/,Hybrid,3 weeks ago,,Full-time,Mid-Senior level,51-200,Entertainment Providers,,,"About the job The mission Over the past 10 years Star Stable Entertainment has grown to become a multi-channel entertainment company; the home of the 1# fastest-growing horse adventure in the world - Star Stable Online, an independent record label, short-form animations, book series, comics and mobile apps. We have over 21 million registered users across our games and apps, that are supported in 14 languages across 180 countries and we are on an adventure where we continue to scale our unique impact in the world with several new games and product lines in development across desktop/mobile."
3198047669,Data Scientist/Analyst,Market Partner Scandinavia,https://www.linkedin.com/company/market-partner-scandinavia/life/,On-site,2 weeks ago,,,,51-200,Advertising Services,,,About the job    One of the Swedens most exciting Tech companies are now looking for a Data Scientist/Analyst to join in a consultant assignment with big possibilities to land in a fixed contract after the assignment!
3153213968,Data Engineer (Sweden),Solita,https://www.linkedin.com/company/solita/life/,,4 days ago,,Full-time,,,,,,"About the job Do you love working with modern technology and creating lasting value for our customers and society? We are now looking for data engineers for our team in Sweden; people who like to dig into data and analytics as well as consulting clients and customers in the process!  Data Engineer looking for a new home? Solita are hiring!    We have data professionals all across 6 countries, and we work with data solutions in almost all technologies. Our data engineers build technical solutions that consist of data modelling, ETL/ELT, data integration and data pipelines based on cloud. A large part of the time they work hands-on with configuration, integration, installation and scripting of data, but also with design architecture and meetings where they explain the solutions to our customers. Not infrequently, you sit at the same table as the top managers of our customers.  Regardless of customer, project or industry, we always have access to a vast network of fantastically knowledgeable, passionate data colleagues, who are just a slack message away. In addition, you can constantly learn new things through our autonomous competence communities, countless info sessions and the opportunity to take various certifications, and more. We also work a lot with our tech partners such as AWS, Azure, Snowflake and Semarchy. If you really want to develop and be at the forefront of data solutions, we have quite a lot to come up with!    However, the most important thing for us is that you share our values and that you are happy to share your knowledge with your colleagues. Our employees at Solita have chosen our own values.  In our blogs you can read more about what your future colleagues have to say about AI, data and analytics.    Our corporate culture is very, very important to us, and we value low hierarchy, independence and responsibility, value-creating work, and nice colleagues. Read more about Solita as a company!        We value your knowledge, but are also curious about you as a person. Tell us what you are passionate about and dreaming, and we will get back to you shortly!"
3203879252,Dataanalytiker till Prognoscentret,Academic Work,https://www.linkedin.com/company/academic-work/life/,On-site,1 month ago,,Full-time,,,,,,"About the job Ett öga för siffror, en känsla för kvalitet och ett gott sinne för layout - det är de egenskaper vi eftersöker i rollen som dataanalytiker till Prognoscentret, som arbetar med marknadsanalyser inom bostads- och fastighetsbranschen. Hos Prognoscentret kommer ditt arbete att göra avtryck och du får möjlighet att utvecklas tillsammans med drivna och ambitiösa kollegor!                                                                   Ansök här"
